data_as_of,start_date,end_date,group,year,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,footnote,disease_category,prevalence_rate
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Iowa,Female,50-64 years,157,"1,844",147,62,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,6.13
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Iowa,Female,55-64 years,132,"1,484",119,49,,208,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,32.03
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Iowa,Female,65-74 years,319,"2,770",268,134,13,466,,Depression,14.83
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Iowa,Female,75-84 years,602,"4,138",404,182,12,836,,Hypertension,44.35
09/27/2023,01/01/2020,12/31/2020,By Year,2020,Iowa,Female,85 years and over,"1,168","7,998",666,291,25,"1,568",,Asthma,6.59
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,All Ages,"3,526","33,999","3,038","1,534",17,"5,045",,Obesity,37.99
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,Under 1 year,,133,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,33.63
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,0-17 years,,265,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,39.62
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,1-4 years,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,39.76
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,5-14 years,,54,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,6.31
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,15-24 years,,256,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,24.33
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,18-29 years,20,432,,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,20.75
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,25-34 years,36,501,17,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,34.79
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,30-39 years,63,653,29,18,0,74,,Obesity,33.44
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,35-44 years,103,869,59,42,0,120,,Arthritis,16.05
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,40-49 years,137,"1,129",91,59,0,169,,COPD,5.36
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,45-54 years,207,"1,615",145,86,,267,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,20.15
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,50-64 years,647,"5,136",506,297,,860,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,4.66
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,55-64 years,514,"4,156",412,241,,688,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,7.53
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,65-74 years,780,"6,814",683,387,,"1,080",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,45.88
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,75-84 years,892,"8,442",800,398,,"1,296",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,16.43
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,All Sexes,85 years and over,983,"11,128",916,370,,"1,533",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,13.4
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,All Ages,"1,957","17,695","1,685",894,,"2,755",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,4.82
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,Under 1 year,,80,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,10.02
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,0-17 years,,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,22.12
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,1-4 years,0,22,0,0,0,0,,Obesity,30.47
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,5-14 years,,33,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,8.41
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,15-24 years,,189,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,8.99
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,18-29 years,,315,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,9.17
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,25-34 years,15,346,12,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,7.29
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,30-39 years,35,428,21,13,0,43,,Asthma,10.56
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,35-44 years,62,565,40,28,0,74,,Hypertension,26.12
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,40-49 years,78,722,56,36,0,98,,Diabetes,15.87
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,45-54 years,120,"1,006",88,50,0,158,,Arthritis,20.95
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,50-64 years,385,"3,153",301,183,,505,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,5.82
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,55-64 years,306,"2,541",241,149,,400,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,35.6
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,65-74 years,466,"4,042",409,236,,642,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,8.32
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,75-84 years,539,"4,492",469,243,,766,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,45.21
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Male,85 years and over,443,"4,379",422,181,,685,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,42.67
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,All Ages,"1,569","16,304","1,353",640,,"2,290",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,39.51
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,Under 1 year,,53,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,23.41
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,0-17 years,,101,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,11.38
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,3.25
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,5-14 years,0,21,0,0,0,0,,Hypertension,33.49
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,15-24 years,,67,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,21.25
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,18-29 years,12,117,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,2.73
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,25-34 years,21,155,,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,5.56
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,30-39 years,28,225,,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,11.92
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,35-44 years,41,304,19,14,0,46,,Cancer,4.76
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,40-49 years,59,407,35,23,0,71,,Arthritis,15.79
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,45-54 years,87,609,57,36,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,27.67
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,50-64 years,262,"1,983",205,114,,355,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,6.1
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,55-64 years,208,"1,615",171,92,,288,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,3.15
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,65-74 years,314,"2,772",274,151,,438,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,28.72
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,75-84 years,353,"3,950",331,155,,530,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,5.73
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Iowa,Female,85 years and over,540,"6,749",494,189,,848,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,9.14
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,All Ages,"2,242","33,787","2,333",799,141,"3,909",,Diabetes,14.17
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,Under 1 year,,171,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,4.95
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,0-17 years,,326,10,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,6.64
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,1-4 years,,38,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,35.64
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,5-14 years,0,65,0,0,0,0,,COPD,5.49
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,15-24 years,,271,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,47.46
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,18-29 years,,414,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,9.09
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,25-34 years,12,483,11,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,29.97
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,30-39 years,23,622,21,10,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,0.65
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,35-44 years,37,809,34,14,,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,33.17
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,40-49 years,70,"1,088",59,31,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,25.47
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,45-54 years,122,"1,568",99,50,,179,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,6.11
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,50-64 years,359,"4,785",363,157,19,582,,Diabetes,8.91
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,55-64 years,285,"3,830",301,129,14,469,,Hypertension,33.39
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,65-74 years,424,"6,556",477,173,18,744,,Hypertension,38.4
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,75-84 years,567,"8,565",596,210,38,989,,Arthritis,18.47
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,All Sexes,85 years and over,789,"11,431",800,217,55,"1,427",,COPD,6.94
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,All Ages,"1,190","17,385","1,223",442,57,"2,024",,Obesity,38.1
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,Under 1 year,,100,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,26.84
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,0-17 years,,188,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,38.62
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,1-4 years,0,20,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,3.03
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,5-14 years,0,36,0,0,0,0,,Diabetes,11.12
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,15-24 years,,195,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,3.78
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,18-29 years,,311,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,27.59
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,25-34 years,,346,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,7.47
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,30-39 years,15,426,10,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,25.21
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,35-44 years,20,537,12,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,17.64
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,40-49 years,38,689,30,21,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,5.46
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Iowa,Male,45-54 years,77,998,58,33,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,30.93
